file,sound,param,value,attack_ms,band_air_share,band_high_share,band_low_share,band_lowmid_share,band_mid_share,band_sub_share,centroid_slope_hz_per_ms,crest_factor_db,decay_ms,duration_s,f0_hz,f0_hz_at_100ms,f0_hz_at_30ms,f0_hz_at_5ms,f0_voiced_confidence,harmonic_percussive_ratio,loudness_a_db,peak_db,rise_10_90_ms,rms_db,spectral_bandwidth,spectral_centroid_hz,spectral_centroid_hz_100ms,spectral_flatness,spectral_flux_mean,spectral_rolloff_85,t60_estimate_ms,zero_crossing_rate,decay20_ms,decay40_ms,sustain_share
library/real/wav/kick__real__0006.wav,kick,real,0006,11.700680272108844,0.0017452806468322146,0.007484106625602175,0.6293644456249523,0.1776735970295777,0.016538288267675453,0.16719428180536008,-2.3149592458826795,17.0447584011037,1.383219954648526,0.020657596371882084,57.68002960709313,59.37018348424381,54.442698300854765,nan,0.02320154438663117,1.0144675422764402,-30.840973929186866,-1.000151903819357,10.839002267573695,-18.044910304923057,3872.8414239175245,1887.3901147901688,2639.6925382800387,0.0006962987950890595,0.6991420436229607,3608.1573486328125,654.9633987392738,0.01165771484375,72,172,0.2283
library/real/wav/kick__real__0007.wav,kick,real,0007,3.5147392290249435,2.2888932916792277e-08,4.64091484783529e-07,0.5126214239193954,0.002011443011038414,6.0695193312847935e-05,0.4853059508958357,-0.38172955093318034,6.930681457314079,3.5374149659863945,0.023333333333333334,48.78390474418438,33.90281901949745,55.07529198363712,65.4959290877936,0.032693024484851875,43.3178124203887,-34.95972187989722,-1.000151903819357,2.312925170068027,-7.930833361133436,869.6335774179574,103.06014565902677,103.06014565902677,9.381566887298077e-08,0.030835301635059004,74.169921875,322.18059426848447,0.0017903645833333333,50,100,0.1622
library/real/wav/kick__real__0008.wav,kick,real,0008,11.678004535147393,0.0002250260783072274,0.00017714242806073354,0.8046080766670227,0.06376806835349985,0.0058038660996446965,0.12541782037346483,3.114366333659006,10.165957251454685,1.9727891156462587,0.01417233560090703,nan,nan,nan,nan,0.014722586685921586,0.1829926282185245,-28.59145337592176,-0.9998544876801003,10.90702947845805,-11.165811739134785,2852.6724551874217,1027.0723413744026,912.8997269711765,0.00017172692783426098,0.3510571521207281,1355.3955078125,286.1802170496497,0.003987630208333333,12,70,0.3064
library/real/wav/kick__real__0009.wav,kick,real,0009,5.1473922902494325,1.715457267676899e-05,0.005607697434576238,0.933171969475138,0.039976760881236174,0.004557733268631624,0.016668684367740882,10.911167601530439,9.645412655220047,3.1746031746031744,0.012993197278911565,110.15058396727426,nan,110.15058396727426,110.15058396727426,0.1670543685255202,1.0438371835512041,-25.82697329641285,-0.9998544876801003,0.18140589569160998,-10.645267142900147,2720.581150324799,1080.9357577114836,1080.9357577114836,0.0002275725764972322,0.1269439255860549,1703.515625,138.14841123589156,0.0026041666666666665,38,52,0.001878
library/real/wav/kick__real__0010.wav,kick,real,0010,4.081632653061225,6.714782696046318e-09,9.578777965676903e-08,0.569360771109971,0.00038159384727019834,1.2400134847954958e-05,0.4302451324053484,0.7271471302793613,7.691642677676028,3.9455782312925174,0.04215419501133787,53.5074053304646,57.01751796098171,59.37018348424381,61.81992505119011,0.08971755373649867,791.1116969793591,-36.63669428632544,-1.000151903819357,2.6984126984126986,-8.691794581495385,1125.453256967124,150.65704346353016,412.2693985130367,1.3389889269086954e-07,0.026165810446666327,70.751953125,844.5470851445061,0.0025669642857142857,202,366,0.6655
library/real/wav/kick__real__0011.wav,kick,real,0011,3.197278911564626,4.844796619965875e-08,1.0271114226249858e-06,0.5559158036505314,0.004863817282345159,0.000135298181703351,0.43908400532603137,-0.2020390360974895,8.85085426578149,3.492063492063492,0.054693877551020405,49.755920475615255,35.711908564167146,53.19922535313842,64.74364417932304,0.02444060752478036,17.038877329898806,-35.572843863071895,-1.000151903819357,2.1088435374149657,-9.851006169600847,940.7434404101281,117.32165743326394,117.32165743326394,1.4207806061329742e-07,0.006273164864339702,80.74951171875,212.89129172683147,0.00189208984375,30,84,0.06608
library/real/wav/kick__real__0012.wav,kick,real,0012,15.532879818594106,0.00011111916245793704,0.00028653528662378957,0.5035893530198949,0.028391732859320305,0.0028365912570765856,0.4647846684146268,17.30477932392111,9.19156071267522,5.578231292517007,0.061247165532879816,49.9241744648559,48.502930128332736,51.68474667520269,68.99085971474273,0.05450510227106041,5.718743731077126,-31.801427147434303,-0.9998544876801003,1.7687074829931972,-10.19141520035532,3384.644395175639,1361.6166283281161,824.6855687705585,0.0007220911899478204,0.026219247823451093,3209.7930908203125,245.6402266144579,0.01019287109375,44,118,0.141
library/real/wav/kick__real__0013.wav,kick,real,0013,9.569160997732427,8.13310054655391e-05,0.0002216730595971769,0.4437477817439581,0.004989361992259611,0.0013871226306768339,0.5495727295680426,11.40245031169104,8.327247062432036,5.691609977324264,0.055351473922902496,50.79683366298238,49.350746413054104,51.68474667520269,58.68825876509896,0.06385840572060912,42.27436316185884,-33.61455499421347,-0.9998544876801003,9.138321995464853,-9.327101550112136,4333.77005696282,1523.3916674122543,1300.8189483711708,0.0002830539063100046,0.07570992947546665,1773.5529119318182,277.94268181327584,0.0029296875,66,116,0.1313
library/real/wav/kick__real__0014.wav,kick,real,0014,2.7891156462585034,7.2457659200658765e-06,4.224772368828576e-05,0.5030849777181681,0.035732046755837465,0.002817212916842633,0.45831626911954354,19.234850227973727,10.079269762065021,2.4489795918367347,0.012947845804988662,49.63663237867951,50.21338226539205,53.81737057623773,nan,0.07586854193105663,7.779651419726098,-32.57623581703521,-0.9998544876801003,0.7936507936507936,-11.07912424974512,5162.52516067638,2314.9969946854685,678.1260092914234,0.00017439678010722277,0.12416566345478577,5330.6640625,567.4312773201793,0.006998697916666667,82,258,0.3629
library/real/wav/kick__real__0015.wav,kick,real,0015,15.396825396825397,2.359723916322942e-06,2.1039201294287848e-05,0.4974509029098531,0.022266376440515052,0.001745169948734941,0.4785141517756864,4.807971725590555,11.500256408116076,5.192743764172335,0.06766439909297052,50.50426542967306,51.68474667520269,55.39433990439315,nan,0.08358736967830144,15.195836284613147,-35.609326547366706,-0.9998544876801003,0.8163265306122449,-12.500110895796176,3170.424871193308,982.9131643556144,512.4412448809921,9.0208512450236e-05,0.018389838470408915,1061.549136513158,1049.5866449138923,0.0074784128289473685,160,514,0.5464
