file,sound,param,value,crest_factor_db,spectral_centroid_hz,spectral_centroid_hz_100ms,centroid_slope_hz_per_ms,band_sub_share,band_low_share,band_lowmid_share,band_mid_share,band_high_share,band_air_share,decay20_ms,decay40_ms,sustain_share,conf
corpus:132-duality-micro-sascha-m-ller-press-start-edit02@15.581,space,corpus,15.581,17.94183,3675.40146,3183.95703,34.46997,0.07551,0.00396,0.60052,0.0803,0.13521,0.1045,60.0,128.0,0.93221,0.858
corpus:132-duality-micro-sascha-m-ller-press-start-edit02@31.579,space,corpus,31.579,18.15365,3557.47791,3069.86366,34.89371,0.09348,0.00492,0.58536,0.0772,0.1363,0.10273,56.0,128.0,0.91784,0.856
corpus:132-duality-micro-sascha-m-ller-press-start-edit02@9.183,space,corpus,9.183,17.5433,3708.34491,3448.17112,29.69369,0.06835,0.0047,0.60757,0.07955,0.13556,0.10427,58.0,116.0,0.79475,0.851
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@38.998,kick,corpus,38.998,4.2309,1599.89385,1886.17637,-27.96224,0.62593,0.36292,0.00663,0.00198,0.00053,0.00201,104.0,104.0,0.57916,0.956
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@17.403,kick,corpus,17.403,4.86061,2742.9042,2742.9042,-12.9839,0.6211,0.34075,0.01679,0.002,0.01446,0.0049,58.0,58.0,0.18811,0.955
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@45.72,kick,corpus,45.72,7.31593,2526.61798,2799.00482,-11.66671,0.61464,0.35423,0.01093,0.00814,0.00418,0.00787,104.0,104.0,0.33329,0.941
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@47.264,kick,corpus,47.264,5.84826,2570.37192,2844.82838,-17.92847,0.6205,0.35873,0.00972,0.00221,0.00376,0.00507,56.0,116.0,0.50417,0.941
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@45.616,kick,corpus,45.616,6.05935,2868.4226,2956.11724,-22.16281,0.59864,0.37306,0.01319,0.00391,0.0054,0.00579,56.0,104.0,0.5257,0.938
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@39.102,kick,corpus,39.102,5.28268,1925.32843,1925.32843,1.37588,0.65529,0.33607,0.00287,0.00045,0.00014,0.00518,80.0,80.0,0.29978,0.933
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@42.295,kick,corpus,42.295,6.88771,2597.6916,2926.25862,-16.46117,0.6003,0.37349,0.01369,0.00355,0.00445,0.00451,66.0,116.0,0.49916,0.933
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@1.022,kick,corpus,1.022,8.02989,2247.03216,2247.03216,-7.20178,0.56584,0.37484,0.01387,0.02176,0.01859,0.00509,46.0,92.0,0.20916,0.931
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@47.38,kick,corpus,47.38,7.8519,2945.27199,2945.27199,-2.15425,0.62542,0.34522,0.01263,0.00421,0.00258,0.00994,92.0,92.0,0.18929,0.93
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@42.411,kick,corpus,42.411,6.65239,2599.0888,2724.35088,-6.22744,0.62144,0.35492,0.00681,0.00329,0.00575,0.00779,104.0,104.0,0.45279,0.915
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@19.133,kick,corpus,19.133,9.10982,2123.28408,3056.09577,-20.23261,0.57719,0.3759,0.02948,0.00279,0.00419,0.01045,138.0,174.0,0.6524,0.906
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@15.801,kick,corpus,15.801,10.13666,1955.479,3007.01936,-14.133,0.535,0.39785,0.04608,0.00291,0.00612,0.01204,106.0,186.0,0.45532,0.904
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@34.528,space,corpus,34.528,12.76136,4150.32605,4156.56631,32.61513,0.0719,0.53957,0.03606,0.02282,0.05506,0.2746,90.0,116.0,0.37796,0.831
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@0.023,hook,corpus,0.023,13.23253,3769.89954,3769.89954,-8.22862,0.04457,0.16704,0.21718,0.20258,0.24628,0.12236,68.0,68.0,0.10581,0.817
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@54.637,hook,corpus,54.637,15.686,4241.80068,4241.80068,2.19414,0.0084,0.07673,0.2369,0.17586,0.34556,0.15653,80.0,80.0,0.04918,0.813
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@56.796,hook,corpus,56.796,17.26089,4805.867,4805.867,-6.47432,0.00628,0.03097,0.0279,0.07587,0.48756,0.37141,92.0,92.0,0.13979,0.809
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@38.394,hook,corpus,38.394,20.21322,2985.27306,3368.64645,-6.63756,0.09452,0.22957,0.15706,0.21732,0.21935,0.08217,48.0,210.0,0.11046,0.796
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@26.169,hook,corpus,26.169,16.49839,5031.4924,5031.4924,-0.72657,0.00545,0.00662,0.01485,0.04979,0.5687,0.35457,92.0,92.0,0.22855,0.765
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@54.509,hook,corpus,54.509,14.60779,4264.19051,4484.92467,-1.82,0.03433,0.22185,0.11008,0.137,0.24581,0.25093,56.0,128.0,0.28532,0.762
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@28.015,space,corpus,28.015,14.36927,4561.18567,3679.38938,11.37695,0.19531,0.7348,0.02083,0.00106,0.0023,0.0457,22.0,54.0,0.9498,0.757
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@4.76,hook,corpus,4.76,12.93531,3594.83848,3594.83848,2.39825,0.00981,0.0464,0.11775,0.36378,0.35278,0.10948,92.0,92.0,0.24826,0.751
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@9.625,hook,corpus,9.625,15.49503,4876.8809,4876.8809,-5.92262,0.04189,0.0577,0.0308,0.04826,0.5315,0.28984,92.0,92.0,0.16219,0.751
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@22.013,space,corpus,22.013,14.31113,4286.83342,4050.29532,20.59777,0.2007,0.52988,0.02586,0.00108,0.12133,0.12115,76.0,116.0,0.3216,0.731
corpus:133-p-t-b-s-sascha-m-ller-out-of-control-sascha-m-ller-breakbeat-r@47.88,space,corpus,47.88,12.70905,4353.92257,4377.15364,14.08411,0.13311,0.48095,0.02632,0.05006,0.14132,0.16823,104.0,104.0,0.61069,0.729
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@42.028,space,corpus,42.028,16.65088,3956.8799,4099.01109,2.33698,0.0114,0.28098,0.12983,0.10152,0.41304,0.06323,158.0,394.0,0.99897,0.785
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@63.948,hook,corpus,63.948,13.33139,5617.82518,5617.82518,2.44104,0.0,0.0,0.0,0.00171,0.66807,0.33021,52.0,52.0,0.00883,0.784
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@63.704,hook,corpus,63.704,15.72028,5323.02919,5323.02919,-4.17194,0.0,0.0,1e-05,0.00081,0.71506,0.28412,8.0,68.0,0.00091,0.781
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@46.974,space,corpus,46.974,16.56531,4019.92905,4148.05564,2.34589,0.01097,0.2716,0.12675,0.10788,0.41399,0.06881,124.0,394.0,0.98893,0.778
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@44.849,space,corpus,44.849,16.64597,3926.96416,4044.95114,2.16112,0.00894,0.28101,0.13092,0.10311,0.41278,0.06324,112.0,394.0,0.99931,0.775
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@44.153,space,corpus,44.153,16.54991,3960.96535,4048.28898,2.36122,0.01134,0.27854,0.12947,0.10867,0.4095,0.06248,110.0,384.0,0.97785,0.763
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@60.302,clap,corpus,60.302,11.42477,2277.36057,1798.02872,8.8461,0.00084,0.00097,0.1889,0.65148,0.15329,0.00451,80.0,208.0,0.80632,0.762
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@60.511,hook,corpus,60.511,13.96043,2557.61355,2417.91,2.62387,0.00115,0.00535,0.01399,0.49679,0.47715,0.00558,32.0,104.0,0.10886,0.761
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@48.669,clap,corpus,48.669,15.33183,1981.20307,2331.02955,-2.42911,0.0043,0.02086,0.0076,0.95193,0.01474,0.00058,400.0,400.0,0.97538,0.725
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@9.242,hook,corpus,9.242,15.62782,3080.10326,3335.21026,-2.88236,0.00667,0.02846,0.09757,0.60459,0.21742,0.0453,172.0,244.0,0.428,0.69
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@60.616,clap,corpus,60.616,18.69088,2547.67122,2047.55913,12.77212,0.00204,0.00565,0.22125,0.43309,0.32143,0.01654,174.0,174.0,0.99034,0.622
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@9.845,hook,corpus,9.845,10.89408,4113.2038,4021.43193,7.85904,0.00223,0.00762,0.30443,0.31236,0.25568,0.11769,108.0,116.0,0.28523,0.616
corpus:134-jerzz-sascha-m-ller-nuke-vol-21@33.948,hook,corpus,33.948,15.7186,3284.26499,4142.65726,-5.82425,0.00228,0.00215,0.00173,0.21918,0.64432,0.13034,154.0,294.0,0.65196,0.604
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@60.407,kick,corpus,60.407,10.13549,3060.08072,3409.01837,-6.24878,0.57614,0.35629,0.01203,0.00987,0.02802,0.01764,88.0,186.0,0.35696,0.882
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@59.966,kick,corpus,59.966,10.19415,3150.07907,3315.55007,-4.10973,0.58193,0.3461,0.02212,0.00648,0.02586,0.01751,90.0,196.0,0.37528,0.869
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@54.184,kick,corpus,54.184,9.60668,2775.73258,3141.52695,-5.36906,0.5708,0.37262,0.01931,0.00502,0.01932,0.01294,126.0,208.0,0.46274,0.859
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@59.06,kick,corpus,59.06,9.94832,3182.90857,3379.39479,-0.82987,0.59611,0.3312,0.02105,0.00617,0.02761,0.01786,88.0,196.0,0.42584,0.817
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@51.943,kick,corpus,51.943,10.85575,3116.26562,3360.83169,-2.85909,0.58304,0.34739,0.02237,0.00642,0.02528,0.01549,88.0,232.0,0.46137,0.816
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@58.189,kick,corpus,58.189,10.26246,3172.50126,3408.935,-3.34696,0.55027,0.36216,0.02637,0.01194,0.03102,0.01825,112.0,220.0,0.42538,0.816
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@53.719,kick,corpus,53.719,9.35692,2832.0077,3102.8089,-1.06652,0.60819,0.33957,0.01414,0.00718,0.01976,0.01116,78.0,220.0,0.48887,0.809
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@51.061,kick,corpus,51.061,9.21576,2924.89919,3067.59141,0.47073,0.61546,0.33631,0.01336,0.00396,0.01762,0.01329,90.0,196.0,0.4816,0.801
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@3.077,kick,corpus,3.077,10.83581,3821.54759,3982.85306,-3.26429,0.52176,0.35424,0.01553,0.01008,0.05986,0.03853,168.0,220.0,0.43976,0.742
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@1.3,kick,corpus,1.3,10.74117,4176.43592,4043.45129,1.5422,0.56671,0.32793,0.00999,0.00627,0.05006,0.03904,88.0,196.0,0.34764,0.737
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@40.67,hook,corpus,40.67,25.03875,2020.05573,1836.80483,1.13616,0.00083,0.00618,0.12068,0.74028,0.13181,0.00022,18.0,400.0,0.29098,0.737
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@1.73,kick,corpus,1.73,11.93605,3898.28829,3918.19508,-0.01137,0.55618,0.33731,0.0124,0.00571,0.05097,0.03742,124.0,232.0,0.3928,0.736
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@6.409,kick,corpus,6.409,7.60054,1021.18624,1774.46692,-11.70174,0.42502,0.50805,0.0414,0.01228,0.0115,0.00175,196.0,196.0,0.85021,0.73
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@11.064,hook,corpus,11.064,20.8022,5244.94989,5952.66275,-4.6127,0.00012,0.00052,0.00143,0.00736,0.46602,0.52454,100.0,400.0,0.246,0.696
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@11.505,hook,corpus,11.505,20.33755,5302.66998,5809.49538,-3.02414,6e-05,0.00029,0.00104,0.01241,0.46731,0.51889,92.0,348.0,0.30026,0.685
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@26.378,hook,corpus,26.378,23.52834,2144.75923,1709.46777,1.25977,0.04215,0.26859,0.22994,0.26926,0.18936,0.00071,6.0,72.0,0.39372,0.656
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@8.858,hook,corpus,8.858,17.6756,5301.97104,5762.0772,-3.56941,0.0127,0.01759,0.00416,0.0125,0.47809,0.47495,232.0,400.0,0.37302,0.638
corpus:135-jens-mueller-p-t-b-s-marudi-p-t-b-s-remix@33.564,hook,corpus,33.564,23.9757,1511.13608,1302.37682,1.99596,4e-05,0.00061,0.0645,0.90732,0.02752,2e-05,22.0,186.0,0.18783,0.618
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@1.927,kick,corpus,1.927,7.70156,1843.29129,1843.29129,-5.83089,0.48508,0.48336,0.02124,0.00695,0.0023,0.00106,24.0,92.0,0.29287,0.911
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@40.287,hook,corpus,40.287,15.91768,3383.11836,4123.50396,-9.12297,1e-05,2e-05,0.00294,0.44714,0.44027,0.10962,144.0,232.0,0.55225,0.727
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@28.607,hook,corpus,28.607,15.58905,5371.78549,5313.08634,2.56781,0.0685,0.05968,0.03068,0.09091,0.34756,0.40266,208.0,208.0,0.30842,0.7
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@9.369,hook,corpus,9.369,15.0001,4712.97688,5075.07261,-3.60385,0.09978,0.11811,0.03414,0.11268,0.31325,0.32204,206.0,232.0,0.32646,0.699
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@26.32,hook,corpus,26.32,15.85034,5221.5415,5253.7747,0.11142,0.06579,0.06243,0.01522,0.0824,0.35767,0.41649,208.0,208.0,0.3348,0.698
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@24.95,hook,corpus,24.95,16.20825,5298.07221,5194.48509,2.93032,0.07427,0.08134,0.02778,0.10642,0.31891,0.39128,208.0,208.0,0.32356,0.697
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@29.269,space,corpus,29.269,9.80162,3191.51373,2595.36207,9.21339,0.31956,0.54152,0.03647,0.025,0.03762,0.03983,26.0,400.0,0.9446,0.683
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@21.281,hook,corpus,21.281,16.08715,5296.31306,5418.54672,0.13911,0.08794,0.06669,0.02357,0.07686,0.3485,0.39646,208.0,208.0,0.317,0.681
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@20.364,hook,corpus,20.364,14.71655,5071.23494,5254.5276,-3.70152,0.06932,0.08197,0.0416,0.11465,0.31652,0.37593,232.0,232.0,0.39485,0.678
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@18.077,hook,corpus,18.077,15.87702,5140.52312,5238.91497,-1.24829,0.08788,0.09598,0.01692,0.09023,0.34755,0.36144,196.0,196.0,0.35371,0.674
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@10.519,kick,corpus,10.519,7.47003,1086.59956,1455.56936,-3.75307,0.34154,0.60368,0.03982,0.01113,0.00321,0.00063,64.0,220.0,0.77366,0.622
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@1.788,kick,corpus,1.788,6.9172,1866.40186,2145.68786,-15.14357,0.25654,0.64401,0.06216,0.02802,0.00784,0.00143,26.0,138.0,0.91212,0.621
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@1.358,kick,corpus,1.358,6.94299,1285.81008,1511.43313,-2.58566,0.34365,0.59405,0.04302,0.01511,0.00355,0.00061,62.0,186.0,0.75823,0.612
corpus:136-jens-mueller-afflicted-marudi-afflicted-remix@61.544,space,corpus,61.544,14.95206,4865.05448,4134.3642,8.99862,0.21357,0.17636,0.03398,0.03528,0.26962,0.2712,110.0,256.0,0.6562,0.606
corpus:137-sans-fin-zeit-rmx-sans-fin@55.658,kick,corpus,55.658,4.10974,1884.90039,1884.90039,-5.99704,0.5313,0.44218,0.02082,0.00411,0.0011,0.00049,58.0,58.0,0.10268,0.937
corpus:137-sans-fin-zeit-rmx-sans-fin@51.804,kick,corpus,51.804,4.18529,2085.82214,2085.82214,4.04182,0.51436,0.46249,0.01728,0.00424,0.00092,0.0007,58.0,58.0,0.08387,0.904
corpus:137-sans-fin-zeit-rmx-sans-fin@60.465,kick,corpus,60.465,16.5647,3619.27327,4800.56463,-8.90401,0.53413,0.29005,0.00716,0.01438,0.05444,0.09984,66.0,208.0,0.26854,0.79
corpus:137-sans-fin-zeit-rmx-sans-fin@46.556,kick,corpus,46.556,11.21411,704.86296,1022.29529,-7.90204,0.30061,0.42915,0.24094,0.01703,0.01073,0.00154,54.0,186.0,0.61558,0.774
corpus:137-sans-fin-zeit-rmx-sans-fin@37.988,kick,corpus,37.988,11.44165,785.25757,1215.48604,-6.75463,0.28806,0.42695,0.26262,0.01701,0.00443,0.00094,174.0,174.0,0.57857,0.762
corpus:137-sans-fin-zeit-rmx-sans-fin@43.108,kick,corpus,43.108,11.7817,1074.92717,1929.73623,-14.46471,0.30368,0.40597,0.25111,0.02319,0.01418,0.00188,50.0,196.0,0.70685,0.754
corpus:137-sans-fin-zeit-rmx-sans-fin@48.704,kick,corpus,48.704,8.72042,1101.07295,1364.33835,-5.77041,0.30303,0.4388,0.24003,0.01396,0.00326,0.00091,150.0,150.0,0.60943,0.754
corpus:137-sans-fin-zeit-rmx-sans-fin@59.408,kick,corpus,59.408,9.33932,964.85463,1555.51415,-12.36046,0.25973,0.4124,0.28212,0.0294,0.01394,0.00241,46.0,162.0,0.54772,0.754
corpus:137-sans-fin-zeit-rmx-sans-fin@38.824,kick,corpus,38.824,10.00284,1162.04446,1746.678,-14.08592,0.2888,0.43535,0.24308,0.02053,0.0096,0.00264,80.0,186.0,0.70738,0.752
corpus:137-sans-fin-zeit-rmx-sans-fin@49.133,kick,corpus,49.133,9.95428,1144.31935,1386.15878,-6.77796,0.28779,0.44898,0.23701,0.02203,0.00335,0.00084,150.0,150.0,0.58654,0.751
corpus:137-sans-fin-zeit-rmx-sans-fin@52.965,kick,corpus,52.965,11.1199,1129.83651,2016.82092,-15.46705,0.30862,0.42197,0.22777,0.02466,0.015,0.00198,196.0,196.0,0.73211,0.751
corpus:137-sans-fin-zeit-rmx-sans-fin@33.251,kick,corpus,33.251,9.63701,1587.86156,2187.94818,-18.38869,0.298,0.44053,0.21845,0.02592,0.01411,0.00299,174.0,174.0,0.74726,0.75
corpus:137-sans-fin-zeit-rmx-sans-fin@0.917,hook,corpus,0.917,15.44404,4822.64996,4989.77301,-2.55074,0.00219,0.00197,0.00785,0.11911,0.61402,0.25486,196.0,196.0,0.41951,0.686
corpus:137-sans-fin-zeit-rmx-sans-fin@1.962,space,corpus,1.962,14.73217,4160.42574,3820.40077,3.1871,0.18639,0.28317,0.1842,0.08429,0.18084,0.08111,342.0,400.0,0.7442,0.676
corpus:137-sans-fin-zeit-rmx-sans-fin@42.434,space,corpus,42.434,11.98177,4571.3147,3723.1322,16.8252,0.54226,0.32214,0.00653,0.00313,0.04845,0.07749,140.0,208.0,0.45136,0.676
corpus:137-sans-fin-zeit-rmx-sans-fin@5.19,hook,corpus,5.19,16.28477,4933.17094,4805.39596,1.20394,0.01027,0.00823,0.00648,0.147,0.54968,0.27834,208.0,208.0,0.44837,0.66
corpus:137-sans-fin-zeit-rmx-sans-fin@45.871,space,corpus,45.871,12.66706,4949.54763,4047.30975,15.64156,0.52931,0.31493,0.00689,0.00251,0.05892,0.08743,100.0,232.0,0.38562,0.66
corpus:137-sans-fin-zeit-rmx-sans-fin@5.399,space,corpus,5.399,14.30169,4262.58139,3814.22951,4.11198,0.18426,0.28443,0.19074,0.07903,0.1769,0.08465,330.0,400.0,0.68519,0.657
corpus:137-sans-fin-zeit-rmx-sans-fin@3.913,hook,corpus,3.913,15.65391,4439.85736,4756.4517,-4.27087,0.00216,0.00459,0.0437,0.25853,0.49617,0.19485,220.0,220.0,0.57013,0.649
corpus:137-sans-fin-zeit-rmx-sans-fin@3.471,hook,corpus,3.471,14.98237,4647.95934,4595.21788,0.39408,0.05173,0.03378,0.01134,0.17916,0.48335,0.24063,208.0,208.0,0.48574,0.636
corpus:137-sans-fin-zeit-rmx-sans-fin@2.624,hook,corpus,2.624,16.15892,4500.72506,4732.885,-3.01466,0.02651,0.01726,0.01663,0.2497,0.47445,0.21544,220.0,220.0,0.58663,0.624
corpus:137-sans-fin-zeit-rmx-sans-fin@1.753,hook,corpus,1.753,15.5711,4763.63594,4782.1272,-0.15956,0.00386,0.00369,0.00422,0.18903,0.53443,0.26477,208.0,208.0,0.54925,0.62
corpus:138-stahlschlag-zeit-rmx-stahlschlag@24.915,kick,corpus,24.915,8.44221,2004.19968,2037.00448,-0.50477,0.65516,0.29769,0.03022,0.01056,0.00411,0.00227,114.0,154.0,0.57083,0.836
corpus:138-stahlschlag-zeit-rmx-stahlschlag@24.067,kick,corpus,24.067,9.60158,2295.16495,2566.65457,-4.92799,0.61259,0.2896,0.03326,0.0389,0.01877,0.00688,120.0,196.0,0.58027,0.834
corpus:138-stahlschlag-zeit-rmx-stahlschlag@25.774,kick,corpus,25.774,6.88488,1872.02608,2232.53605,-1.74266,0.6715,0.28688,0.02875,0.00754,0.00272,0.00262,134.0,208.0,0.60748,0.822
corpus:138-stahlschlag-zeit-rmx-stahlschlag@9.497,kick,corpus,9.497,8.42605,2496.86294,2591.94565,-3.36185,0.60765,0.2765,0.03566,0.05172,0.02082,0.00766,142.0,174.0,0.55134,0.821
corpus:138-stahlschlag-zeit-rmx-stahlschlag@19.783,kick,corpus,19.783,8.99402,2568.73056,2638.66717,-3.13172,0.61999,0.27652,0.0347,0.04347,0.0168,0.00853,126.0,186.0,0.561,0.819
corpus:138-stahlschlag-zeit-rmx-stahlschlag@18.065,kick,corpus,18.065,8.13915,2407.58863,2628.79151,-4.15347,0.62046,0.28946,0.02808,0.0414,0.01301,0.00759,156.0,196.0,0.58805,0.818
corpus:138-stahlschlag-zeit-rmx-stahlschlag@12.922,kick,corpus,12.922,7.50536,2491.43147,2566.82737,-1.18244,0.63495,0.29545,0.02915,0.02564,0.00864,0.00616,104.0,186.0,0.5545,0.814
corpus:138-stahlschlag-zeit-rmx-stahlschlag@14.629,kick,corpus,14.629,8.52757,2387.21797,2552.31317,-3.27281,0.61875,0.2906,0.02827,0.03894,0.0175,0.00594,124.0,208.0,0.59053,0.807
corpus:138-stahlschlag-zeit-rmx-stahlschlag@11.204,kick,corpus,11.204,8.9692,2335.69664,2487.25981,-1.51916,0.62789,0.26875,0.03658,0.04345,0.01709,0.00624,134.0,196.0,0.55703,0.806
corpus:138-stahlschlag-zeit-rmx-stahlschlag@8.638,kick,corpus,8.638,9.24153,2233.68351,2635.00549,-5.84378,0.56909,0.27043,0.03769,0.08379,0.03024,0.00876,140.0,196.0,0.57942,0.79
corpus:138-stahlschlag-zeit-rmx-stahlschlag@27.91,hook,corpus,27.91,16.12774,3814.28082,4414.90381,-12.22229,0.00096,0.00296,0.01332,0.4508,0.28608,0.24589,186.0,186.0,0.41399,0.788
corpus:138-stahlschlag-zeit-rmx-stahlschlag@20.631,kick,corpus,20.631,10.65251,2379.53953,2680.85646,-4.46895,0.57939,0.2614,0.04392,0.07662,0.02818,0.01048,146.0,186.0,0.57172,0.787
corpus:138-stahlschlag-zeit-rmx-stahlschlag@22.349,kick,corpus,22.349,9.83754,2287.1938,2682.55675,-4.29484,0.58812,0.26277,0.04753,0.06935,0.02293,0.00931,146.0,208.0,0.59187,0.778
corpus:138-stahlschlag-zeit-rmx-stahlschlag@55.101,space,corpus,55.101,9.67773,3299.93071,3871.17421,-2.01921,0.31581,0.34318,0.09961,0.12687,0.08066,0.03387,400.0,400.0,0.97654,0.689
corpus:138-stahlschlag-zeit-rmx-stahlschlag@61.115,space,corpus,61.115,9.66602,3246.30287,3784.15199,-1.76733,0.32583,0.36833,0.09846,0.11289,0.06578,0.02871,400.0,400.0,0.9415,0.673
corpus:138-stahlschlag-zeit-rmx-stahlschlag@19.969,space,corpus,19.969,8.87647,3251.11013,3620.18347,-0.52788,0.37376,0.38681,0.09003,0.08025,0.04218,0.02697,400.0,400.0,0.95607,0.668
corpus:138-stahlschlag-zeit-rmx-stahlschlag@54.265,space,corpus,54.265,10.41005,3235.85313,3755.61445,-1.49991,0.32827,0.35777,0.09483,0.11586,0.07238,0.0309,400.0,400.0,0.92366,0.665
corpus:139-maschienekrieger-kr52-zeit-rmx-maschinenkrieger-kr52@26.215,space,corpus,26.215,7.34371,3074.11259,3068.41588,2.51728,0.34229,0.43876,0.09082,0.04836,0.05389,0.02587,400.0,400.0,0.88888,0.636
corpus:139-maschienekrieger-kr52-zeit-rmx-maschinenkrieger-kr52@27.098,space,corpus,27.098,7.56549,3219.6193,3837.45916,-3.19529,0.35537,0.46236,0.04243,0.03469,0.07989,0.02527,400.0,400.0,0.90757,0.626
corpus:139-maschienekrieger-kr52-zeit-rmx-maschinenkrieger-kr52@39.729,space,corpus,39.729,6.63529,2813.63082,3312.42974,-1.46163,0.36591,0.5061,0.04023,0.05125,0.02478,0.01172,400.0,400.0,0.98779,0.611
corpus:142-valovoima-x@40.809,kick,corpus,40.809,7.21325,1294.72247,1294.72247,-14.24984,0.81902,0.1099,0.04046,0.02839,0.00178,0.00044,54.0,92.0,0.15282,0.984
corpus:142-valovoima-x@54.358,kick,corpus,54.358,7.74997,1188.3155,1188.3155,-7.07875,0.83003,0.07746,0.05072,0.03925,0.0021,0.00043,92.0,92.0,0.15317,0.981
corpus:142-valovoima-x@11.006,kick,corpus,11.006,8.02218,1333.15764,1333.15764,-3.07692,0.85342,0.06307,0.04428,0.03653,0.00219,0.00051,92.0,92.0,0.12985,0.98
corpus:142-valovoima-x@45.07,kick,corpus,45.07,7.2688,998.82367,998.82367,-21.50699,0.73766,0.18764,0.04231,0.03025,0.00169,0.00045,32.0,92.0,0.22069,0.98
